Cycle_Type,Ambient_Temperature,Cycle_Time,Voltage_Measured,Current_Measured,Temperature_Measured,Current_Charge,Voltage_Charge,Time_Point,Capacity,Actual_SoH
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.143984582708067,1.5131362151294894,25.69980121408921,1.5,4.877,309.797,450.5427480000002,22527.13740000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.144598786787467,1.5112689831097066,25.71308660650981,1.5,4.883,313.25,455.72224800000015,22786.11240000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.144992832293037,1.5101201454254671,25.725038311086795,1.5,4.883,316.703,460.9017480000001,23045.087400000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.145627044783752,1.511886067892913,25.7328324005733,1.5,4.883,320.157,466.08274800000015,23304.137400000007
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.145917393190353,1.5101250602285523,25.73635494680719,1.5,4.883,323.625,471.28474800000015,23564.23740000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.146744083809233,1.5075045078491498,25.743607704214075,1.5,4.883,327.078,476.4642480000001,23823.212400000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.147192972343374,1.510749518804053,25.752960904082496,1.5,4.883,330.563,481.6917480000001,24084.587400000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.147760146534127,1.511634433639736,25.75402373145728,1.5,4.883,334.047,486.9177480000002,24345.88740000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.148296184324313,1.5121163019484325,25.76659472728249,1.498,4.883,337.547,492.1607480000002,24608.03740000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.14900685473479,1.5117229309636258,25.785791699932258,1.5,4.883,341.063,497.4347480000001,24871.737400000005
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.149092336243291,1.510706680080005,25.79206826914938,1.5,4.883,344.594,502.73124800000016,25136.56240000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.15021081549377,1.507890526342572,25.80660275099921,1.5,4.883,348.203,508.14474800000016,25407.23740000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.150441088746681,1.5132034569006243,25.80515956003533,1.5,4.888,351.735,513.4427480000002,25672.137400000007
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.15103602594837,1.509885648917361,25.828198090453323,1.498,4.888,355.282,518.7561540000002,25937.80770000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.151738289557428,1.5079212032931195,25.840923801201185,1.5,4.888,358.891,524.1696540000003,26208.482700000015
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.152158923784493,1.5130807588419004,25.84597698411061,1.5,4.888,362.485,529.5606540000002,26478.03270000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.152752886284615,1.5114269177790776,25.85638704092177,1.5,4.888,366.125,535.0206540000001,26751.032700000007
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.1536821807446165,1.5103878136097808,25.868574876258823,1.5,4.888,369.719,540.4116540000001,27020.582700000006
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.154223377518874,1.511622820080076,25.86894267271884,1.5,4.888,373.36,545.8731540000001,27293.657700000007
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.154529111618962,1.5100154121703886,25.877839134786544,1.5,4.893,377.0,551.3331540000001,27566.657700000007
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.154919072879014,1.5103519921291684,25.892623921886624,1.5,4.893,380.641,556.7946540000002,27839.732700000008
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.155674204115599,1.5091076732227915,25.90530348135497,1.5,4.893,384.297,562.2786540000002,28113.93270000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.1560937179383135,1.512389078548371,25.92101240846636,1.5,4.893,387.985,567.8106540000001,28390.532700000007
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.156752944356709,1.5093741544084909,25.92759225728312,1.5,4.893,391.688,573.3651540000001,28668.257700000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.157262756957927,1.5105374637281035,25.9353124395004,1.498,4.893,395.438,578.982654,28949.132700000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.157908664177387,1.509946621127232,25.936863882525863,1.498,4.893,399.203,584.622624,29231.1312
